query_id,answer
uLKKrqym2GXaAlVm,232ae139bd10aadf dd732cd51b58b177 3c96bf0e2132569b d44fe2eb8e28688a c2e3e9dc67c40e65 664a2370f2030df4 bf4c65440b2bb39d a0a13707223aa195 de3b63e17a708581 f3b980423ac838a2 cea00fe5bbbb6c90 08b806af6ad207bf f1edf3caedd06f10 6bf201c9972636b1 e3ab54b587bdf690 d62aef74e1c364ba 317777341ed876d6 c6fd65360cfda026 76844143b007f327 56aaa3066f46bc1e c6a83cc74423cca6 b62a44f441ab60a0 b4e53f8faa8562f7 1f15692aec8952a0 31262143d6b6007c 8d04c103f3183df8 a584f29835d3ca2f 52708bec168f60b3 a9930cc6cc6a9219 0454061659faf2fa f560d53bc2620263 78460317786bf1dd d2cf7135aa986ba1 3941bdb98a1f9f09 1dda9a9c0e96e991 0a3d781a3479d6a9 5c0afe63f0e8f1fb 47842344a87b20cf e06a658a05f897a8 f48f458fc383d61a 02caed55070fbbc3 df7927d0c3db5161 a8fba6abd992dd30 1436e5beda626123 38d1123120a26d65 151f497c7b883aec 96b139aef25166d2 91d8fcdf5b98dada 607ff0879b1ac698 6045edd254cc3ee7
evjGtxMbozxq8xk9,f9b9fe4a084e79f7 2c2e32693313170c 118b07d9ff4490e6 cfa8d1f1cfb2a634 13b7fd4e47af8a4b 6cc8bf604dbd2642 73e7b319e6342db0 6d1007c5d70395a6 904c176b3d4fc5e2 acf5f610f5dabca7 eafca94c61d50aae 299171dd3fd0dccf 31c1dc0f6782ba8b 44675cffb9301197 18696b17f45040b5 b4e86ea0ab81e6b3 1286e5ec786f07d5 d73c223f918c1ce8 9e7cece73046659a 96beebcbdce98b46 ef42bd7529b5b9fc 911d39f65fb17910 eb255e7c3eb459af 9854007ff24f4779 df73673731347b60 175451998c56c62d 3d2423533571a029 6cd614b61be9ec16 b98e9f2aaa4215ba 40d9f198bf6a67ce b3adfcf18f40f0e3 a22baa6f10f09a99 158ef4605c18594a ed5eec9966ca5d13 95974a32f770cd40 69b688419e2b48b8 2db1d8729f88afc0 57e050eea8034dee 5cc39ca80ff130bb 6523cdf3c7a36b40 35074a82e1b27723 3a9c8ca94f4e72bc b832392c91124078 588823edab6ae5a3 6e5e954fc4fc5e2e e5591e23a6192534 d3f49782def1e6fc 72f1cc2de32c0490 8c17151793b7af16 a2177c0afacc259c
rtMlbXx4AJLw6jSO,84f1bf8f41d66209 7be351f249fb980a 08f7068d116683f6 7093a25b40fdc71c 0100a0905dce65cf 46f47af51e8ba273 c65c1cf3c6d2764c 5048248e4b568119 6bdd054bbf4bf8d8 067027d20b770cbb d060532ae1cc316d 35347c9f997ddab5 e24172b3e3cd48e1 858c7ceab210e9b9 2c7556fcc20924a9 65e03cd974d72d8a 982f516fbddfc9c1 13c034611a54ecb6 bced8f11de80962d 95516685cfc3e263 90eee891d4e77eda e8486bae4820f436 d7681b65caa7db64 1d4c66d6d50942d4 a2ff81bee434b898 0bff33998cb629b1 438b6aec7838ff03 23c4d0fc0c4e9506 9d9c4e09688a42a1 f0aa0f666406ccb7 4eb7fd73e034bf86 e8d5e89a0e2b88cf 4fc671ab16b907fb 141ad0aa4de624c3 c0006523f2344890 6dda2c1237393c63 2919dc62b85d3325 60d607dfe09997ff f5d9524b5544e872 356cabe94afd8c0f f115ab4bcd45c3d3 e173d1b7e9c755f9 8cf8d5d55f68cdbd b3956bbdeb1d18c1 60c867a57d7cb11c f7ef1ef96de8a7b9 a858d8dffc39a4c9 658e5ddc748db065 eab38abd243fbaf5 38a3592af4aaa40e
1SZe0CwIaqpnHckS,41774d8bfaa8cfdb 363fad39fd47f1ec efa758304e808e57 9d47f719ec6e9ad9 36f27ab94f107451 9260f139dfe3d1c4 3359c3b36966a5ce 0a773fcfb34a5687 283f66049a00acb4 928643bdc0a7c190 c9113cf8696dbe0d 14b6954c15529631 6c844da09479f1cf 7cca3fb7b00ad598 7b1a77e3ce27b073 cea8b3a7a7b88f79 486bfa999aae6e73 04a638fc6910db0e 3288d7448c24fc22 ceb1dfd6d9df55ee 0b44068ebc97de4c 11932f71adc08cf9 82d3e39fdd037d3e 2e351a38a194b888 bfd9c63d64924110 0ff9138de6dc6218 f6a9d1353152dc27 da166e6b52d969b4 4c9ae90bed245a73 ecc5fc35f7280a62 27d51dfc58ecb734 91ed92d49d6d8fc9 436f73eb35488f2d 29b4199a2909c9a0 f109a31e7f5268bd 7b88ce7104683e36 506e34d5a630bea5 55580f9daa7b6ab3 562574e3d764e746 14f9d00b6f7f53c4 8a4cb1e19ffe407a ccb30e9b4804afb8 a7125fd29ffae997 bfcb5dcd98f85315 d8fed15371d32b9f 28ad82a009045e09 895fcbdb0b8b7c60 ee690cb383bb0b8c 62b48d51f9bbc6ec fe11dd93df920c54
mPlqXwxPHCI98jfU,8e3eddf34397f055 7401eec334bcdc82 7fcfb218acd30f1e a81ea739da1f24f1 c164bd07b075c13d aacfb837909bf96c bfd3d155e6fcd050 42961a5b1b856d95 8086199b4c4a0af3 11b61e3a9e30ece3 ceee19742b01f28a 5f83eccb62b3170b fb3de5fd6be9c8b4 ea7363321be4dab3 3b83d01afe3f6d79 fce8e4beb25c411e ad528614f8e8695f 3d5adf1d8f40731e c7d26e4f5c022335 bf606accc915f736 561f68d89d8520cf 4532dcb817c28c3c 124f1e027fe89563 9fbd7c37dab9c1b8 3d385346e3f3ee5b 7f6295fc56e10379 ebb4dee6b77aecbe 63e15c358b218a1e b23cecfaa0fc5748 55c2ccd180e6f753 220b5ed323b96a84 93f357a28c156585 e8688709070edd0a 62fe3d756b096d1c 97b56d35c70ddf2e ebefa5f186e185e0 6d12183e241ced4f 002ed9b377b7d91f fec520805982f18d 3c97f52110d1e6ed 6c41f2388b21fe45 e851379a292beed8 109c16ee122e4b69 800616da461ebda2 5e54c593a1f5a193 55b926c40638fb05 9004e46840f7365f 8346fd14939f5593 473de999ae5395b9 4a84acec730b3979
lE38vxR8ZLjltghE,f5613c361677d01c 53e56457cf919eaf 13c49ff23b8675a7 040b37b1fa65d4fb 5b971881013b66a2 3d5b06e2646ec687 4b2413e8d4d00fe0 e462d4ec190e1593 a1e66317100214d4 c186b6ed54991a15 f92176b1a76a1e3f c332a70437c22685 970154d6a6ea2f7a bc291a56f3e31994 6b6bd3b53a58eb15 e51f52acca78256a 493638d584d6242e e2d885c7c31f3cb3 64fbabc7946ec415 6963b99879b2ca4e fd1b308cda588c15 280c9e38585809af 2bafbb7d393cfa3a 10381d1828fecb17 6b57a6181715825b a6a013a7025a7dbd e37a5abff5360c96 40bb8e56c1900a0d 78ed1ac4bf64f5c1 ffe139c3abd47c40 329e0c328f85527f 3777a6c03a8968fa a87091539b375133 47338022a3be1c38 0b58093ba1094d41 1c50790abb2f4404 0f58e246bd659012 f7fa49fe54653956 fec5e351e7e00c9c c92dc234b77ad1fa fa97f007e353da83 843148f6d42081d0 1bd048ac100004c3 4725952b60e512de a5f8ec8beec79e8f c6afc91e293a18e0 5671ad2595aa4959 bbf2991039b61846 675950e8301578cd 1b8f4cc0a1c4500b
F4vSb7R0DXzmKXU9,709be3e90eca4202 d4c8d1788d5e7f88 dc5ace8228e01750 5441026b43b9e481 f9c589ed5c3ed3da 5b4638eb2c18a80b 3c55eccd030ff0ef 00fad40b7048f278 6f8de438b829f81d 7ee0df5a3dba97f6 ee8ce43e1553b105 fd8e8f1c396cf411 f676647f67b6996c 948281d7fca27f36 c2ba3709c0cba529 380c8c8bb4084523 51fd957473e45f5d a2dfd6f6ef8e7807 5d1e3c7716777cd2 c2bc41cf6cda92a0 a9f3d0d82c2073be e9e34f8278fff4b5 a5bdcd715711d4c1 22037595428dc779 22bec132c15ead71 e4f61ab2007f496b 2772553eebe1c44b b2ebcc7adb33b773 0f29efb3aafae5f2 e7150d8770b57a6e d9181ef9a832fa24 9144f6c3adc86bad b1bc0466c599a078 faee9e40a03c1a43 87ceb240687421cb 2de5fcafc2000ea2 9f3c318a33418e49 9e4520a6d6b5c950 97c86d702a077fb8 8c0183988dc7b571 15333e109681f20c d63400e9c83c1716 b7cace1a0acfd52f e7a07ec7970ddae5 946839f6910b18cf 105a379a97acc494 46164ec621ad4f35 be545ae736d04cc1 fb9befe8bd486400 e75d2ad149453016
4P41alOcv8cvJytt,9ddff19046159f34 d83b16fa4384c88f 9dcb08f52ed12868 1824aac6866ff86e 1ac5f162a82636c2 8213ca81f8d88e67 65133f63a6763107 dcef1df10a40567d b80b101059aca509 0fbef1088fce3ad0 7e0f194fc3247a17 9fb5a61751e01937 1c12255a665d1215 28072ef376883362 ecfdaf2a64bf9bdf e683ae9df1951bc9 4d30aeefc79de290 c45b0e23fb73809f 6dab52e64d161aeb d77c928cbd968d5f 39070121da321268 6fdc70bae4d453d2 83034c47925e48ea fbdca0322ef0017d b8c18791819a356d 435c66ac99e131a3 a6398e1e2c53e283 f7c17c4e531dc78a 40367c5aa05d220a 17d34d8f730ca300 11e2aa84694d24cc 1897174715b1f4c6 a0cdd3451142d16a 67bc8f1502061e0f 877a4c32ac1831e3 7faa7d7b9e6325d0 62f2774f341cf777 cf84acccc68ac986 30cd9bab8814a6c8 0ea318550eee75ca 9723f58d0667e8db 9e35b0a62ebbb78c ea08ec277a41e8e3 0a3475f83693d29c 97b405835adcece5 97b319b7df92dc4d e31b1d3cafc91ae2 9beb690cb91fdd9c 88e5bfe127d45a47 eb9029b6a6d64a05
L08i9AKy8Yths6Hj,63517b27d305c4c0 e3b1cfb00151f3a8 ac43f25e3cb99089 941bec5c828e8060 25470456372bad96 276d03f43140f2e8 3d89c42fd1453e10 04c4221395ba21d9 5d5aef0c36e019e3 b79043f2f2656b30 0286c2a6149bdd00 760b1733b83bca55 cbccb00e7ff63aae 5fb15a34921856eb 0b1bdf78a401a1ac ccc08a9b65a32114 0db834caf7a3d1a7 313152c03b420c2b 2017ec66709668eb c1f33cf3dc2bfdf1 ccb55badedb902ad 2bf36ffc77b299d5 d84a8eb83e2a049d 3211a2cf66f08949 0afe4062c23d3986 62c5172844668ff8 2b234b28f65b3d72 c5d46ef4bf1686ac f09b27be8253f308 083aed3a9acb9c11 62a8e085fe1391a9 2b3cec4c050b6bed c32751374a3d859c 3f5601697be27023 b798a63610ced8c0 a7a9982eb360d34a 6c582b3621eb62c0 162ed5a91ac7a28b 90add28eb0577d92 9cb32b2e080b0392 4a9f4f933610360c a5dd2bf83813a4a9 6530393f7c089a92 0dba8b5b9341bdbe b844e10305b4a753 a27a06d2235ff772 fc6015e866662a42 8993c51b4e4c1092 885efcdadcc3b16b 27466eec81b71105
KdMTGR2ws08u0I8T,ed2028c9bdd6d19e 57c78987b7b75804 ae68985f784ac532 9400c6032321a465 37a1284d44e6e725 060ee8da73c3a45e 701e674deccabd40 8a8a350613936073 fad25c1632faf06d 10af9e0b3735d791 daed0ee583898afc da86b8839942b33d 12b31f6f54d30d6a 2f6e5624d0f22373 61604bb285cc09bd 3b154f6d92e7f76f 5a9bb4e941c872f2 c65bde740aa18339 f52295e17881c657 6780c21644a96356 256f51aa928ef4f8 a4f871c217d87161 e2731c19b0d88815 42fab4a7281ecb7f de41210ab9a75181 379583ff0934dd14 1dde940cbacdad51 cd8c699d2a7157d4 281e278f38dc3fb5 756f6580aab94270 c7e991368bba0820 586c9e59d711251a ba4a1abcc64af6fb 8904128e6ed7cd34 68796a7bd05aec50 989fa695f6bebc99 1d712b5cc6258c96 bdb3d22bcad3d4be 622eb61c39bf08b1 584dc0b132a722f1 cbe5437bf47c7e6e aa24a835f7ce889f 251668d89126043a d6e68d1f96cf84f4 6a196e3ab301e405 ffed929721bb1559 1fd50c4b63181eff 36cd2d09939916ba a3f870af466264e7 c4fd9fcf5b9827d3
hNOJbJbRFnpdHzf9,151f407a4c8cdfba 89fc681516b3ccc5 ad27faeca3ac999e b6a9f43c30522497 da4f2aa1849ba485 2089f5bb69279eed bb661726e495d070 9105d31395cda3b7 9990c2f394304dae d01055b25a8cfee7 eb4e64feaf63423b fa484e2feaca1604 83670e2d2ed28aee a067b7fa4c04c2ba 3703e2b07e62fcd4 53857a8161f211d5 5ae05a35890f46ff 0724b67d1e7de0e2 c90bef4a1adca543 5511645a04799bdd 2b5fb5c971ecdb9f 6465c04cbde19e3e 7aec2b38dd379637 140fd808eb1a6e83 f4c8dfa769ba3c85 5ae35520569f8382 d14f2e5cbc77e879 92d3f7a127c585d4 166b930c552b6a7e 4f25016fc7de787c 361f97a6ff5f6058 3b829e6ceea91bd4 95b35da4329dfa05 e4ceaadd45e92147 4c9c8f903a96b717 16f2eab10a4438ca d9dd672277e6d928 ff9da4be7cc1dd3a 8f6155e31b8f87a0 aaa14fc9735c0d44 9381a3be58a40d57 2ec858eedab34184 cc96dbf9bb51f376 37507cf23d1601a5 1f35ad5a36a0aed9 5177a7875a926058 0975e636a5f36878 fd2220acf52dc42e 0aefa41c23d4ce79 2847d798d19922a0
7AwTmWP4zE7cUf1p,5e0e2053e05c5c8d c9a9edd69cd3c6e4 aa886fab9fd4b566 d1ea248c9834cf81 e293a27980f2c2ae fa7ca6a61bf5881b dc6ee1f616ce65ec 2ccfffd3c2e5cd1d cf89e1a88b023b78 d723f0102c7d34c0 b813d8b1c0b37d28 53893573a865cc01 15c5dbe59f8c7845 9ee243f3ebfd1cf4 45bfc743360e1ae3 691b693587744a80 2cdb579b69dad0c9 e1256ef8a6452a58 fa331fcdc2dfc588 92511fed2ab2404e d272dd86b23f44a6 4df9d391a03423dc cf3519bad8e6c9ad 3f99b4eb9aef1744 a091ba6600489937 3b046779821b1c21 a3132f4d0dd9b6ec bb022419ea499efe e5bb84133c3c472c e40a4b423bcbe0ac f60e580f2f15f7fa 112e5673cb359d16 15416a6340612bf0 dffb5240f743daaa ae39faa962a57a73 87d1723402dda986 468b88e282705e7b 8b6f0cbd65ce9fa9 6fc0295c616becd5 4804af1b47fceb1e 7129487934bb98ca 40bd2947258a0bce d28867d9c60c8b7c c3a18975e00a8dfd 92ad6db319cd4847 0c209cbf944c00bb 90206438c9445871 c1b735288710f479 e141a6d75d434292 9bded1d915970ec4
Abr4YcJmCSHXDBH5,d2e8104d8e714b85 2974f8b2f9aeb2a6 3ac093475ecc0214 1dce8c2af0b14357 4a78f6c474f711e8 f9505265bd449628 8ce87be837c6bc5d cb167b36fad95c47 6a4d01ffc720bd25 a2e90ec4fb4533d4 9320c0d73c5b7c66 59e4cb825fd7c551 7779471293a32455 69eac94d34ed9439 8a586b947c914ca3 6c3a00676bdb822a 04d40239a51e384d 3b8c0a84588b1a3b a2b1fe429321351c 026deefcdf9606ef 5a45fcb063747bd1 9d2e7572a2bd242a 35c2f1a74028f3f0 438209f4ae0d3a1f 28567339d81a2809 272fbef362b4b64c ed493e295bde1b41 efd8797ec6501824 d548fd599008f4c8 b158ddb22c6180d7 1f39321e40b1cfda d62f7e571b5471a1 82df2bc1fa61d520 b35b7edc64c7729f 8631bcf1160491cd bd3005591f2a7996 69d2d2885916099d 7d06bc05fdcd039c dafa3f8dd6b5a1a4 0038138bbb9dba07 998ec9f7613a6bbd 35acb8fd65efbf01 e064e4de3527681a d701035b5448dade da274beb28e34353 45f3a9941eec0c88 197c1576edd8c385 419b1e18a01acb22 888f8cdb7215c605 4f7fd0da09abf4ef
OkNVnbLqMxM4yu6E,bb578bb3f87af8f6 51291e0ea2cfb261 cd33ac21fffa9843 a64754c01b1c0ae9 e1a0b3ee6a9b8bfa 12386106d0c89cbe b9168c90129418e2 16e58651c345166c 854fe7b891b830e3 236de2ba7be4dfe8 cb705e17e481ff6a daee476f09b151fd a0f61db802f79e90 df381969e1578030 8544a6b6d644356c 265bf6e6c36f1648 836c240de7c4d20d e033770694250630 4fc03c3055f2da08 7e2e2d06fc19d87e 2ae362db196fba7c efe1d8afeb9c76a5 48b78d43a3d778be 7db12963d7a90ffd 2dbfe281f4c2629d ba2b42e7d605ed9b 6214d0d1b70eb800 1463aeaf32b62aa1 4b4137f42d8a25e7 9cf168be594ecaed a06a8b247f5bfe29 38fcbdaaca2465d3 0fdc84a9a72b9927 3109c8e625e878d2 1afdd5b9136255c4 6a524c147e536e83 e0f348728fb37912 f1d0b394e76f942d fdf2836d4add5852 8097e959f734327b 5cfb78ffd9f811ca cbcd0a548d188f9b bf6dde59981236ad de6de1f284d2163b e6447ed2e04dba7b 8dc5297d9598485d 89c9605048019498 bf738315d9ae9630 3b7e57b3855960da f55e81458f303a56
uiB8I4MyBij9f0j4,dd960abff88d0bd6 c4485c8d09abc014 868e077ca82b2925 23aa5218e8d99f39 8085d59d5c4c4838 5ffe557615057a8c 468ba66ca9b11d2a 71005958fbe1190f 690ee542d3e84376 c3defd680296f8bf ffa44223d3b4d90d 6e2af7b8dbe45c0d a50a52c4ea77f014 ec826f0e7b1daaa0 3946584d63289959 56977227891850da 38fa60697937f434 e53948a8c0571cb0 a4290a6a13b9facb 4e7c5523c617e9d7 722a705aa9c7c8b1 054b4c0ac89b5924 0284809717d6d22f d4c8e6efa8cceae0 36a3575d040eb78a 4bd538bf77bc4e08 a482edba38339a82 cf1c82b73edc9e6d 33ede2de7a2c11f3 0af26192a882efc3 93c99d4f6f4da89c f486eb80278fba5c 4e3c2f802280cd39 424ec06fc97e95e0 85b07e03d7351013 a8b68bec90a00f53 98ac8aff0ca27801 e59f50c4c70d9a74 d8fce513e4f000a7 c9c2956259a3bd13 9846c94c05cc5b5f 70c217c03761b975 c51784a57473b4e8 af8d3245fef6a676 d8f20ea0786b7d7b 965d4e5fe7062419 8cdbfc7895f5fe90 5eaa32edfaed1653 7d3060e9645cab8f 7f63d51c9cacbff5
fTSAz73vTmOstmzy,bf6c408661b1eeb0 fcf7aa11511f99fa 2e4f95560254a5ce d2c1172b9ba1bfcd 9a3654de05140561 5018916be71b2389 3ea79123a527612d 6b91d9cb37715d77 4114792a267cc7a1 a08abba5d2cb3e4e 2d1d8e78fde3221a 55d90c00d2c93ae3 192148ad32c06b7b 8b1bcd2e16ea41bf ac992ccc8aa932b0 9914b3d20d8e7c01 674c9bee3be68c04 027392688a2a5eaa 64a5725bd3df903e ee6fdbbd1d0a3a85 62b4ba0e4ec37f5a 3db8648d5387b3d0 d398f29451a32edb 32181980e67f5115 3f517c65d956a464 e38b199586958d48 2c376674add10142 5582797742f1cad9 4cd0cc627cd610ba 11d03a9383aeb86f f61d933f2fcaf5d9 616d0987dfa6f918 faa43a93e4f56398 d830d053f47a928c afc80b9bc9a0a575 cb42aa87b88bc607 cd0652ef7e0ba9d6 79329c92076416c3 73ba144ca45e37da 469639f690ba6c96 d1ceee56c6dcafdc f56f96ff1fee7879 eb8806aaecb65959 7be2e66503cb7569 965d4e5fe7062419 5b637bb33092c7ed 8bb6e488abe8a38d 7359d8c6a75fe0fc 536440deef2ac222 dd703426b9179257
roeuXypSjPNyDlTi,7a086763394d88f5 413ff40366b53b18 ac1354dc097ca9e8 2cfc88703615f0ca 48d6013fd08c3512 61380a78a082ce70 95be1f1feb5cb85c 23a84527121effb0 c409c16e8dec8f6c 1e4fbf619020467f cc57750f642fc752 d37d3879d2ec1448 aea4b28f8fdb81d9 9d6cca6065dcd465 d2c1c97da5a698c9 f7a1b843d2f35120 76a696182db0330e bed885adc832cb8e 4aeb3e0177b67b2e 4aebd2defcf608ff 9d2bbd3606a15767 9626dc94103949d2 e9bc44168d856b28 759486418fb73a84 68bc06c8e46ee78e f9c3e172cdc03032 041a0bbd17033138 6321b7a6f4e2d25c f1d4982da022b897 444fd86b055674b7 47371b2c9b75d36c d879e7ad111ebe07 ebad1951f0dc6cb4 8d768b1cf308bda1 c9ea099da8d34e00 19a7e5d878cde876 b4eef9ca0d6a8e8a cfb2f7210b2578c4 b0bd8bc07243d0b3 9ae0dda5e2eeb8d2 f76cf939c9c8a777 60c0487d2a967252 65615d502078b458 f9023f6556dbb789 d61e6bfc38eb1ecd eaf2460096abbd93 76d9bfe2a98fc1dc 9bd28c8311539438 35be39d0cb6526f0 35a25feb997e7d5e
dlDRDDuQRpK2QMvo,ca59cc4c1a1a3851 f26d4fb0e52b184e f700945a9ce095dd 7c83e8a5af46ed55 8abbd8c4d1d2b4a2 856fd99ea2481b71 785f937fd0ed6158 3760684bd545097e 90bb264273d7af0f 9312cf79cbbce19f 6007667a62d2c97e 69ade5a99ba91959 2f049132c1cf42c9 6c51b1e3c1319002 f10f2b813169352b a41889efb90e1647 cb583a6a2c134789 18ccab210b269f81 715415f07d445f92 913458a07396ba31 aa5f8cfa939b5b62 4b5a8cb4a61d3f98 e59b3015e2209f82 5b41b767e52c1312 88efc0125f8a4c8e b32fe05b84add348 6ca2c169bac02ddd 903d673ec9889f92 38a18caa8530ba05 94d16035367e3e87 8ecc36aa20c47480 ac38f9c008ee3a3f 5b14c74a77fe6e58 69cd5e990610ace5 b7c1cb9b67a96a17 af5cd860352538e2 0c6e3c0b604282d3 498e3cd5d9a6bc10 f511e02ebd8c4e9b 3d746572a6f583a3 166594acc7d02751 118080183f98445f 155262cd47325eb9 b320663c37ea1e49 5d21334ed852f295 fa955262c8e7e7f1 cfeb29d52d1825d6 b75ac429bc0c52bd 4e1908e7f0dd7aea 1af766d03759c175
YFkIhQ8DJd3N4eet,f13e3b7ad9263980 85cac4f981a24697 6af4df672d3a0549 78b7b45b23d3e50a 6f88ab230ed5c1eb 5e487e691da88b62 a993a4e5d60ee82f c6865b63eb1a5e71 b339a02205a90d36 09982ce0de4a3650 23fa8fb758356f31 5165a49acb8abdcf 3c1ae42ab5f4c9c1 a2a07f6c99b64934 8de912327fb40352 4c4a935085856739 b6f8fa4547e31e06 13d7cbccd2566057 4a01383a23ab2f9e ed33e8d314dbf3aa 02596396bb124e99 7600d30452cae112 3cf63d7542d7ca52 653460af5e19963b 507499cea9033744 d922b32371293ba8 53769eb016a3ebe6 073697119dd065c8 c6a10f427319ca03 96ab6a1cc8deb78b 86ad66b66776c97e a002d9614a5f31f6 6010af9f94749ac5 c97bd3b22fd1e79d d278d86ebfd519b0 0e0fa96786555226 ce3e12d80b413e7e dc77009f4dd2058a 7af4d87c8e93daee 99a3407de141f5c7 da7ebf69cdddf108 4b09797c2b7434c5 651637cff4d7f22f 6d61ac932c419da4 0318f60ccb9b11eb 287bc1867d22a887 69d2b2a73bc46caf c20ae77ddfb689ab 81bc6fde58478f56 db740030ec6ad4fd
npt43pumHHYjlea4,1cc8c7d7be7aa980 33d37676448823fa d02c1e23382eb973 a52911391ecfbd8f 0677651116c6c6b2 57ddba3cefcada9b abc43eb5a75e4c66 39ae539dabd4be5f 2f1859acf827b1b5 651867bd8bebc2d2 a88e734b7512d85a 4698011c6f969a29 57de824119f1e0ff 2d236a5fa24e0df9 f3c801f87bfc969a d3930e81553ca042 bcc5409454a0134f 71f92221d4cfd602 6aa016d3a41a589b 8ab5f1869d442b0d dfa5acbaccd7b22e 46e4393302397a6d e080852f79abd6e5 86f6aa69a0c950ee f69cb83e29a8afe1 a67c09232bea2f7a 83e3365893c8df0d 5081d2ff240750e8 cc00d50ea899bd70 5d9740b1a3d37a5b 532ff9756131339d 505eb27df136d47a fd733740220f7658 4f756669b36279d5 3893e9ddbb15475f e81c7fd3b5a96953 dc2c295510161dcc bf79217c728cca86 bfb1e8040bea32d9 a551a30806850711 1a031ab6b7f1e0b9 a72f8c7a9e5fdce7 3d843adbf372493b 9001dc48cc08171e d770c1450a3f3aee 2b916047aa7b05ec 836693925ad53a5a 05c07411e89cad03 99ec9425ef0bd2ae 73d70423a90f6fc6
EozP2RuVuyJIB3Jh,7f47b0bbf93f6a74 c6fb297de5aff3cb 3887c4f37e3ea832 fa33a4752e269077 2c1348d3798ac0a6 9c2633b8f9bc7cf3 1e92f44ac8d14b2e 98d7b960113620d7 c6a24f37db443445 b05ba265c4994fde 46f773c0a487cc76 6725ad27e425d744 e718a790fcbbbe3f 029926e280624fb7 1a267d803c65eec8 d769bffa0293bd6a fba34081880187ab 5487e08b7c9b3a1a f2747b3e161ea79e cbfb8f3206c22753 af31ef5d24767416 821a04cd652fbc57 6f8214a001961fa7 9e1605446377c219 8771124c14f2f9a8 53fc74c342b8aaac ec291dbb31bae594 c46c9ba6706fa677 7a96c566c5a6c2c0 2546f48c2a74a3a3 b48d419b8886bb5c dec706791e76dbb5 ab0a1e831d296bb1 c365afb59cf618b9 bfe712cb2e8abded 17acaf979e52fba1 2ab56073933b9304 3c0d638f9c4b3baf 412706573d1b02e5 a68158227ce5866c 50bd7e6a31cdd2dc 48acab23c1b36153 e4f1359f66460bc8 2b554de69c0de273 4a4ac2434aa22bf7 3f6f0757642550de 01d51f6a90bf78a1 fee1195d6f58dfab 6e3b61a175e3719b 6d74ba4391f1bae9
dCKFmtH1Bgk54xr9,17f971a0a4bf4654 72191009892b8f8c 3e48c949c1b6492a 7d581e8e060fb00f 222faea11dbc19ec 00f9835c4c8fe417 abb66689320c2821 ebd7d33dc27c5d06 6a15faba35beec03 29612221d917ee15 66b5d693c0733058 cb48d9f74347ff31 29e00fe1a69dd30c 8e01d5b5aa04ac69 4a370302b73d7902 116914610b28e41d 99260c3993632a7d c39cc5195a06f214 b774e84fc484cda0 bdfe8f8d9f9adb52 0a1049a282b36b6f d4e6842979fec58f efc5cf71ddc14925 0bf9e8400c76c8f4 ef7992d9bff7826e 0906546ee519e327 5494e11f9684837e d3b0a03016540600 48120d98f16fecb2 295224aa0f74299b e35f9c0b530dbcb4 7754513a077aa034 7e9cce85640c02eb 67c1095041e85c72 06e7d08b8e662fb5 a0e1d92e92e124f5 faaab4996c03e325 2832886123cff831 2be3f9ae0d4ce061 516a28f7141aae3b f1372e25b691bd7f bb7bfc141a703ff6 30f6f80e0ddffdaf 26d97092bd0fc27b a7b330140b4721f8 ffbee586e3faf3c7 90663179477f2bed ebad48f791b0bcfd 263d31cfe2a704a3 882a4e7804c51396
fBaMCtI0BCLFguV3,4cc65e51c65dfe67 ee1109fab2edc243 42e3e097a2b3dc38 828930834045cccf 40f416676792b46a d2b4fa39ebdddfa5 89f21b353ef05d88 46840333348c9f69 03e8e07ce810db3d 35e1dbc72eb7e1b1 5864816d9a078f4c 97b42e2576f89077 7d82b0859e977658 cb608d8098c71378 a3dc7c60297f558c 844d3c532e25b00e 2fa3f7561fcc7bb4 41d64c5e2f416860 fb3bac5c6d8bf8bc 030e37593f050ae2 40889960ac3029dc 263626f207e73bb6 7f5fee4bffad927a a105332678d9aeca efc0d66e9590e47b 66fc515f83bf82a7 e527960c0a95f883 aa9455d4522cb276 3427eccdce89beb8 30d426f8343bc2e0 2471163d5fc17176 610f3fef5386ddf5 31d4ab1c76f6daef 3b51639b3968791f 6ecc6cfc067d86c2 7f0ea7f34be7e628 5ef47e073d1f3ede e7416cec4cf81333 0a05696ae96c6ca6 682f2d2c65a44ba6 2220f1c07a3c0597 fc3b8b54ab7189e8 1c9deecbf95b6dc4 d50481cf5322a418 a6bddd26d271ae87 5030ee1734a2f715 7e41527001227be7 3ea2cf3f581a953a c8927eb3314bb7fe f0dc579c2a692421
